status,label
"একজন কন্টেস্টেন্টের ধ্বংসের পতনের হারিয়ে যাবার কারণঃ ১) নিয়মিত প্র্যাকটিস না করা । ২) কোডিং ক্লিয়ার না থাকা , যার কারণ কম প্র্যাকটিস । ৩) খাতা কলমে চিন্তা না করে, কম্পিউটার এবং মাথায় চিন্তা করার । ৪) দুনিয়ার যেই প্রান্তেই কন্টেস হোক, কন্টেস্ট করার চিন্তা, অফলাইন প্র্যাকটিস না করা । ৫) অধিকাংশ কন্টেস্টই ১২ টা প্রব্লেম সল্ভ করে কন্টেস্ট ছেড়ে দেয়া । ৬) শুধু কন্টেস্টের দিকে মনযোগ, কন্টেস্টের পর প্রব্লেম সলভ না করা । ৭) কাজ না করে কাজের ফল আশা করা। ৮) সময়ের কাজ সময়ে না করা । ৯) ক্লাস.",5
টাংগুুয়ার হাওয়রে আমারা ১৮জন,2
যারা আজকে আমার এর সাথে জরিত ছিলি তাদের উপর দুর্যোগ ঘনিয়ে আসছে। . >.<,5
তোমরা তোমাদের পালনকর্তার অভিমূখী হও এবং তাঁর আজ্ঞাবহ হওপ্রিয়নবী মুহাম্মাদ সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম সম্পর্কে কুরআনুল কারীমের কয়েকটি আয়াতের তর্জমাঃ (পর্ব-২) (১) প্রিয়নবী মুহাম্মাদ সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম-এর উপর সর্বপ্রথম যে ওয়াহী নাযিল হয়েছিলো তা হচ্ছেঃ সুরা আল-আলাক্ব এর প্রথম ৫টি আয়াত। এরপর কিছুদিন ওয়াহী আসা বন্ধ ছিলো। একারণে নবী সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম খুবই অস্থির ও চিন্তিত হয়ে পড়েন। এরই মাঝে তিনি একদিন আবারও প্রথমবার হেরা গুহায় ওয়াহী নিয়ে আগমনকারী ফিরিশতা (জিব্রাঈল আলাইহিস সালামকে) আসমান ও যমীনের মধ্যস্থলে একটি কুরসীর.,1
"আলোর দিশারি#আমি একটা মেয়ে হয়ে ছেলেদের সাইড নিয়ে কথা বলছি, তাতে অনেক মেয়ে ভাবতে পারে, আলগা পিরিত। কিন্তু অতি বাস্তব একটি ছেলে আমার ভাই, একজন পুরুষ আমার বাবা, আর একজন পুরুষ যে হবে আমার ভবিষ্যৎ।.",5
প্রতিবেদনে নির্দিষ্ট নাম পরিচয় উল্লেখ না করে কাল্পনিক চবি কর্তৃপক্ষের বরাত দিয়ে বলা হয়েছে মারজান বিশ্ববিদ্যালয়ে থাকতে শিবিরের রাজনীতির সাথে জড়ান এবং সর্বোচ্চ সাথী পদে পৌছে যান।,4
রেন্ডিয়া নামক দুর্গন্ধময় ডাস্টবিনকে পৃথিবী থেকে দাফন করা হউক।রেন্ডিয়ান দালালমুক্ত সোনার বাংলাদেশ চাই।,3
জ্বরে পুইড়া খাইয়া ফালাইতাসে. .!,5
মাত্র ১ ওভার বল করেই ম্যান অব দ্য টূর্ণামেন্ট হয়ে গেল ক্রিস গেইল  এ কেমন বিচার,0
"হায়রে ব্রাজিল, আজ না জানি কয়টা খাইবায়!!!!!!!! ১.",0
"পিকনিকের খাওয়া দাওয়ার পর,বিশ্রামেলফি",2
"সেক্রেটারী জেনারেল মোবারক হোসাইনের পরিচালনায় অনুষ্ঠানে সাবেক কেন্দ্রীয় সভাপতিদের মধ্যে উপস্থিত ছিলেন অধ্যাপক তাসনিম আলম, মুহাম্মদ সেলিম উদ্দিন, ডা. ফখরুদ্দিন মানিক, আবদুল জব্বার ও আতিকুর রহমান।",4
তাই এ সম্ভাবনাকে কাজে লাগাতে দেশের শান্তিকামী মানুষ কোন বিভক্তি নয় বরং ঐক্য দেখতে চায়।,4
"লোক দেখানো নেক আমলের পরিণতি হল জাহান্নামঃ   হযরত আবু হুরায়রা রাদিয়াল্লাহু আনহু থেকে বর্ণিত। রাসূলুল্লাহ সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেছেনঃ ক্বিয়ামতের দিন সর্বপ্রথম যে ব্যক্তির বিচার করা হবে, সে হবে একজন শহীদ। তাকে আল্লাহর নিকট উপস্থিত করা হবে। অতঃপর আল্লাহ পাক তাকে নেয়ামতসমূহের কথা স্মরণ করিয়ে দিবেন। আর সেও তা স্মরণ করবে। এরপর আল্লাহ তাআলা তাকে জিজ্ঞেস করবেন, দুনিয়াতে তুমি কি আমল করেছ উত্তরে সে বলবে, আমি তোমার সন্তুষ্টির জন্য লড়াই...",1
মাশরাফির ক্যারিয়ারের প্রথম  ম্যাচে বাংলাদেশ জয় পেয়েছিল ৪৩ রানে। মাশরাফির ক্যারিয়ারের শেষ  ম্যাচে বাংলাদেশ জয় পেল ৪৫ রানে।  প্রথম ম্যাচটিতে মাশরাফি জিতিয়েছিলেন বাংলাদেশকে। আজ পুরো বাংলাদেশ দল জিতেয়েছে মাশরাফিকে।,0
"নির্ঘুম চোখ জানালায়, আমি নিজেকে শোনাই নিজের গান, স্বপ্নেরা জেগে থাক, মনের ভেতর চলছে তুফান.",5
"কি আর বলব, সব আবাল, মূর্খদের হাতে ফেসবুক গেলে যা হয় আরকি। তবে কিছু শিক্ষিত আবালও রয়েছে, যারা পুথিগত বিদ্যায় জ্ঞানী হলেও, মন মানসিকতার দিক থেকে এখনও মূর্খ রয়ে গেছে . একজন জাতীয় বীর, যাদের জন্য আমরা গর্বিত, যারা দেশের সম্মানের জন্য মাঠে লড়াই করে, তাদেরই একজন নাসির। তার বোনের সাথে একটি সেলফি.",5
হে ঈমানদারগণ তোমরা আল্লাহর নিকট নিষ্ঠাপূর্ণ খাঁটি তাওবা করঃ  মহান আল্লাহ্ রাব্বুল আলামীন বলেনঃ হে ঈমানদারগণ তোমরা আল্লাহর নিকট নিষ্ঠাপূর্ণ খাঁটি তাওবা কর। আশা করা যায় তোমাদের প্রতিপালক তোমদের সকল ত্রুটি বিচ্যুতি মিটিয়ে দেবেন এবং তোমাদেরকে এমন জান্নাতে প্রবেশ করাবেন যার তলদেশ দিয়ে নদী প্রবাহিত।   সূরা আত তাহরীমঃ আয়াত ৮,1
##পিঠা মেলা ২০১৮ ##পুলিশ লাইন ##ঘুরাঘুরি,5
ও তোমরা জাইন্যা রাখো গো কাইল আমার সহপাঠি (বালিকা) আসিতে পারে. - - -,5
আমাদের দেশ জিতেছে,0
প্রতিটি ছাত্রের কাছে ইসলামের সুমহান আদর্শের বাণী পৌছে দিতে হবে।,4
সাকিব আল হাসান তার ক্রিকেট ক্যারিয়ারের সবচেয়ে সফল বছরটি শুরু করতে যাচ্ছে আজ।  শুভকামনা,0
এসএসএফ-এর সদস্যরা যারা আমাদের নিরপত্তায় নিয়োজিত তাদের এটুকুই বলবো- আমাদের মানুষ নিয়েই কাজ।,4
"পরকালীন সৌভাগ্যের মূল ভিত্তি হল বিশুদ্ধ ঈমানঃ  আল্লাহ তায়ালা মানব জাতিকে দুনিয়ার বুকে তাঁর খলিফা বা প্রতিনিধি হিসাবে কেবলমাত্র তাঁরই ইবাদাতের জন্য সৃষ্টি করেছেন। মানব জাতির হিদায়াতের জন্য তিনি যুগে যুগে অসংখ্য নবীরসূল আলাইহিমুসসালাম প্রেরণ করেছেন। আল্লাহ তায়ালা বলেন  নিশ্চয়ই আমি প্রত্যেক উম্মাতের নিকট এ মর্মে রসূল প্রেরণ করেছি যে, তোমরা একমাত্র আল্লাহর ইবাদাত কর এবং তাগুতকে অস্বীকার কর। সূরা নাহলঃ আয়াত৩৬ পরকালীন সৌভাগ্যের মূল ভিত্তি...",1
আগামী দিনগুলো হোক অনেক বেশি আনন্দময় ও নিরাপদ এই কামনায়,5
প্রশ্নঃ একজন মুমিন বা মুসলমানের উপর অপর মুমিন বা মুসলমানের কয়টি হক কর্তব্য রয়েছে? উত্তরঃ একজন মুমিন বা মুসলমানের উপর অপর মুমিন বা মুসলমানের ৭টি হক বা অধিকার রয়েছে। এবং সকলেরই উচিত নিম্নোক্ত কাজগুলি সম্পাদনের মাধ্যমে অপরের হক আদায় করা। ১। কেউ রোগাক্রান্ত হলে তাকে দেখতে যাওয়া এবং তার সেবা করা। ২। কেউ মৃত্যু বরণ করলে তার জানাযার নামাজে উপস্থিত হওয়া। ৩। কেউ আহবান করলে (মন্দ কাজ ব্যতীত) তার আহবানে সাড়া দেয়া। ৪। কারো সাথে সাক্ষাৎ হলে সালাম বিনিময় করা।.,1
তর চিন্তা করার সিন আসছে। আমাদের কারণে পোলাডা সিনে নাই,5
"পরকালে আল্লাহ তায়ালা যাদেরকে সুপারিশ করার অনুমতি দিবেনঃ জান্নাতপ্রাপ্ত সাধারণ মুমিনগণের সুপারিশ   হযরত আবূ সায়িদ খুদরি রাদিয়াল্লাহু আনহু থেকে বর্ণিত। রাসূলুল্লাহ সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেছেন দাবি নিয়ে দুনিয়াতে তোমাদের যেমন ঝগড়া হয়, তা মুমিনগণ কর্তৃক তাদের ভাইদের সম্পর্কে যাদেরকে জাহান্নামে প্রবেশ করানো হয়েছে, তাদের রবের সাথে ঝগড়ার চেয়ে অধিক কঠিন নয়।তিনি বলেন তারা বলবে হে আমাদের রব, আমাদের ভাইয়েরা আমাদের সাথে সালাত আদায় করত, আমাদের সাথে...",1
আর জনসংখ্যার বিশাল একটি অংশ বরাবরই দরিদ্র থেকে যাচ্ছে।,4
"দুনিয়ার বুকে যারা আল্লাহর স্মরণ থেকে গাফেল হয়ে যায়, আল্লাহকে ভুলে গিয়ে লোভলালসা ও কামনাবাসনার সয়লাবে গা ভাসিয়ে দেয়  তাদের ভয়াবহ পরিণাম। আসুন, আমরা সতর্ক হই আর শেয়ার ও কপিপেষ্ট করে বন্ধুদেরকে সতর্ক করে দেই।",1
বিজয়ের ৪৫ বছর পরও মুক্তিযোদ্ধাদের এই করুন দৃশ্য জাতির জন্য চরম লজ্জা ছাড়া কিছু নয়।,4
"নবুওয়াতী মিশনের ধারাবাহিকতায় মুয়াল্লিম ডাঃ গাজী মুহাম্মাদ নজরুল ইসলাম সমস্ত প্রশংসা আল্লাহর জন্য যিনি রব্বুল আলামীন। দুরুদ ও সালাম রসূলুল্লাহ সল্লাল্লাহু আলাইহি ওয়াসাল্লাম এর প্রতি, তার পরিবারবর্গ, বংশধর, সাহাবায়ে কিরাম রাদিয়াল্লাহু আনহুম ও সালেহীণ রহমাতুল্লাহি আলাইহিমগণের প্রতি। আমরা সাক্ষ্য...",1
"বাংলাদেশ ইসলামী ছাত্রশিবিরের সেক্রেটারী জেনারেল ইয়াছিন আরাফাত বলেন, দুস্থ, গরীব, অসহায় শীতার্তরা আমাদের বাইরের কেউ নয় বরং সমাজেরই অবিচ্ছেদ্য অংশ।",4
একটা না. দুইটা না.চার চারটা কলিজার টুকরা আমার তোমার হাতে দিসিলাম. # (,5
রাগীব রাবেয়া ডিগ্রী কলেজ ও সিলেট লিডিং ইউনিভার্সিটির নতুন এবং স্থায়ী ক্যাম্পাসে একদিন।,2
মাহবুবুল হক শাকিলের মৃত্যু ৬ জনকে জিজ্ঞাসাবাদ.,5
তাওহীদ অালম সিদ্দিকীস্মৃতির পাতায় কিছু অসাধারণ গল্প লুকিয়ে রাখলাম। ১ক্রিকেট এবং বাঙ্গালী ২অষ্ট্রেলিয়া ও বৃষ্টির ভালবাসা। ৩বেন স্টোকস থেকে স্টোকস অাল হাসান। ৪একজন কালা পারা নার গল্প ৫হোটেল ব্যবসায়ী এবং বউ পাগল ছেলেটি। ৬মাশরাফি একটি বীরের নাম। ৭এক দেশে এক মুস্তাফিজ ছিল ৮হঠাৎ বাংলার জমিন ইংল্যান্ডে রূপান্তর ৯মাহমুদুল্লাহ্ দ্য ব্যাক টু ব্যাক সেঞ্চুরিয়ান। ১০চাপের বাপ মুশফিক ১১একজন চাপাবাজ অাতহার অালীর গল্প...,0
"হে মানব জাতি তোমরা তোমাদের পালনকর্তাকে ভয় করঃ   মহান আল্লাহ রাব্বুল আলামীন বলেনঃ হে মানব জাতি তোমরা তোমাদের পালনকর্তাকে ভয় কর এবং ভয় কর এমন এক দিবসকে, যখন পিতা পুত্রের কোন কাজে আসবে না এবং পুত্রও তার পিতার কোন উপকার করতে পারবে না।...",1
দূর্ঘটনায় নিহত ছাত্রশিবির কুমিল্লা মহানগরী শাখার সাবেক সভাপতি ডা. মোজাম্মেল হকের রুহের মাগফিরাত কামনায় এতিমদের মাঝে খাবার বিতরণ করে ছাত্রশিবির কুমিল্লা মহানগরী শাখা,4
"এর ট্যুর বাদে এই বছরটায় কোথাও যাওয়া হল না। ( এই ছবিটা কেওক্রাডং এর দার্জিলিং পাড়ায় তোলা, অক্টোবর ১০, ১০১৬ । এখন আমি মোটা হয়েছি । থ্যাঙ্কসঃ < ছবিটার জন্য ।",2
"যারা তোমার পেছনে তোমার বিরুদ্ধে কথা বলে, তাদের অবস্থান সেখানেই। তারা সারাজীবন তোমার পেছনেই পরে থাকবে।",5
আমিও আজকে মাঠে যাচ্ছি খেলা দেখতে।      পেজের লিংকটা কেউ দিতে পারবেন,0
"সুতরাং আমরা মেধাবীদের বলব, সকল শঙ্কা হতাশা দূরে ঠেলে নৈতিক শক্তিতে বলিয়ান হয়ে এগিয়ে যাওয়ার প্রত্যয় গ্রহণ করতে হবে।",4
অব্যশই ফাসি।,3
আপনার মতো কিছু দেশদ্রহির জন্য পোরা হিন্দু জাতিকে খারাপ বানিয়ে ফেলে।,3
মালুমুক্ত প্রশাসন চাই ।,3
"সম্মানিত সুনামগঞ্জ বাসী আপনাদের সবাইকে জানানো যাচ্ছে যে, হাওর বাঁধের অনিয়মের প্রতিবাদে আগামীকাল মঙ্গলবার সিলেট কেন্দ্রীয় শহীদমিনারে বিকাল ৩টায় মানববন্ধন এর আয়োজন করা হয়েছে, এতে সকলের উপস্থিতি কামনা করছি। আয়োজনে পরিবেশ ও হাওর উন্নয়ন সংস্থা।এবং এতে সুনামগঞ্জ এর বিভিন্ন সংগঠনের সদস্যবৃন্দ উপস্থিত.",5
গ্রাম বললে ভুল হবে নানুবাসাটা আমার অঁজোঁপাঁড়াঁগাঁওঁ - এই কুঁয়াতে গোসলের জন্যে প্রতি ভ্যাকেশনে একদিনের জন্যে হইলেও নানুবাসা যাইতে হয় -),2
"আজব আবহাওয়া! একবার শীত, আরেকবার গরম লাগছে",5
মালাউনরা মুসলমানদের ধর্মিয় অনুভুতিতে আঘাৎ করার জন্যই পরিকল্পিত ভাবে নর্তকির নাম আয়শা রেখেছে,3
"অপরের সালামের প্রত্যাশা নাকরে যিনি সর্বাগ্রে সালাম দেনঃ   হযরত আবূ উমামাহ্ রাদিয়াল্লাহু আনহু থেকে বর্ণিত। তিনি বলেন, রাসূলুল্লাহ সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেছেনঃ আল্লাহর নিকট সে ব্যক্তিই অধিক উত্তম যে ব্যক্তি সর্বাগ্রে সালাম দেয়।   তিরমিযীঃ হাদীস নং ২৬৯৪",1
"#পিপীলিকা #দ্বিতীয়প্রজেক্ট #শব্দকল্পদ্রুম বাকিরা নিজ দায়িত্বে,পিপীলিকার প্রতি ভালোবাসা জানিয়ে ট্যাগ করে নিয়েন।",5
"বর্তমান ফেইসবুক আর মিডিয়া জগৎ শুধু সামাজিক যোগাযোগ মাধ্যমে নেই,শিক্ষার একটা বড় মাধ্যমও বটে। যেকোন একটা ইস্যু নিয়ে একই স্রোতে নৌকা বেয়ে শিক্ষিত সচেতন হয়ে যাই প্রায় পুরো সমাজ। আমাদের শিক্ষিত সচেতন করে তুলা মাধ্যমটি যে অনেক ভুলভাল তথ্যও প্রদান করতে পারে সেটি আমাদের বিপ্লবী সাধারণ সম্পাদক মহোদয়ও মানতে নারাজ। যাইহোক, আমি বলব আবারো একটা ভুল সিদ্ধান্ত, আবারো মিডিয়ার জোয়ার স্রোতে বলির পাটা এক তৃণমুল সাধারণ সম্পাদক।। বেচারা।।",5
"দুনিয়ায় মানুষের একমাত্র কাজঃ সকল তাগুত অমান্য করে শুধুমাত্র আল্লাহর ইবাদাত করা ডাঃ গাজী মুহাম্মাদ নজরুল ইসলাম সমস্ত প্রশংসা আল্লাহর জন্য যিনি রব্বুল আলামীন। দুরুদ ও সালাম রসূলুল্লাহ্ সল্লাল্লাহু আলাইহি ওয়া সাল্লাম এর প্রতি, তার পরিবারবর্গ, বংশধর, সাহাবায়ে কিরাম রাদিয়াল্লাহু আনহুম ও সালেহীণ রহমাতুল্লাহি আলাইহিমগণের প্রতি। আমরা সাক্ষ্য দিচ্ছি যে, আল্লাহ ছাড়া কোন ইলাহ নাই এবং মুহাম্মাদ স আল্লাহর বান্দা ও রসূল। নিশ্চয়ই শুভ পরিণতি কেবলমাত্র রসূলুল্লাহ সল্লাল্লাহু আলাইহি ওয়াসাল্লাম, খুলাফায়ে...",1
বন্ধুত জয় করুক অমরত্ব।,5
"কিছু বলার নাই. সেইরাম, অস্থির,অসাধারণ একটা দিন কাটালাম।",2
এই সেমিস্টার এর প্যারা আর ভাল্লাগছেনা। আবার এই দিনগুলি তে ফেরত যেতে ইচ্ছে করছে। #সাংগুনদী #বান্দরবান #লাস্টসেমিস্টারট্যুর।,2
হে পশ্চাৎপদ মোল্লা মৌলভী তোরা কবে হবি বিজ্ঞানমুখী,3
"কোন ব্যাচ, কোন ব্যাচ? ১৩ ব্যাচ ১৩ ব্যাচ। ১৩ ব্যাচ যেখানে। বিপদ নাই সেখানে।",5
বুটস্ট্রাপ ৪ দিয়ে পিএসডি থেকে এইচটিএসএল শিখতে চান? খুব কম সিএসএস লিখে কিভাবে টেমপ্লেট বানানো যায় তা জানতে জান? আগামী ডিসেম্বর ১ তারিখ থেকে . এ শুরু হবে পিএসডি টু এইচটিএমএল উইথ বুটস্ট্রাপ ৪ শিরোনামে একটি কোর্স। এই কোর্সে ৬ হোমপেজ এবং মোট ৩০+ পেজের একটি পিএসডি থেকে এইচটিএমএল করে.,5
অন্যদিকে সাথী পদ শিবিরের সর্বোচ্চ পদও নয়।,4
"বার্মাসহ বিশ্বের মাযলুম ও বঞ্চিত মুসলমানদের কল্যাণে এগিয়ে আসুন  হযরত আবু সাঈদ রাদিয়াল্লাহু আনহু থেকে বর্ণিত। তিনি বলেন, রাসূল সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেছেন  যে কোনো মুসলমান কোনো বিবস্ত্র মুসলমানকে কাপড় পরিধান করাবে কিয়ামতের দিন আল্লাহ তাকে বেহেশতের সবুজ কাপড় জোড়া পরাবেন। আর যে কোনো মুসলমান কোনো ক্ষুধার্ত মুসলমানকে অন্ন দান করবে আল্লাহ্ তাকে বেহেশতের ফল খাদ্যরূপে দান করবেন। আর যে মুসলমান কোনো মুসলমানকে...",1
পুলিশ কর্মকর্তা কর্তৃক ছাত্রশিবিরকে জড়িয়ে মিথ্যা বক্তব্যের তীব্র নিন্দা ও প্রতিবাদ,4
"মুমিনদের জন্য সেই সময় কি এখনো আসেনি যে, আল্লাহর যিকিরে অন্তর বিগলিত হবে  মহান আল্লাহ্ রাব্বুল আলামীন বলেনঃ মুমিনদের জন্য সেই সময়টি কি এখনো আসেনি যে, আল্লাহর যিকিরে তাদের অন্তর বিগলিত হবে এবং তার অবতীর্ন মহা...",1
ওরে ডাক্তার রে!,5
-শমশেরনগর,2
"ইসলামী জীবন ব্যবস্থায় সুন্নাতের গুরুত্ব ও ফজিলত ডাঃ গাজী মুহাম্মাদ নজরুল ইসলাম সমস্ত প্রশংসা আল্লাহর জন্য যিনি রব্বুল আলামীন। দুরুদ ও সালাম রসূলুল্লাহ্ সল্লাল্লাহু আলাইহি ওয়া সাল্লাম এর প্রতি, তার পরিবারবর্গ, বংশধর, সাহাবায়ে কিরাম রাদিয়াল্লাহু আনহুম ও সালেহীণ রহমাতুল্লাহি আলাইহিমগণের প্রতি। আমরা সাক্ষ্য দিচ্ছি যে, আল্লাহ ছাড়া কোন ইলাহ নাই এবং মুহাম্মাদ স আল্লাহর বান্দা ও রসূল। নিশ্চয়ই শুভ পরিণতি কেবলমাত্র রসূলুল্লাহ সল্লাল্লাহু আলাইহি ওয়াসাল্লাম, খুলাফায়ে রাশিদীন, আহলে বাইত এবং সাহাবা...",1
শুভ জন্মদিন বেয়াই.সবার ভালবাসায় ভরে উটুক আপনার অনাগত দিন গুলো,5
"ইসলামী সমাজ জীবনে নারীদের অধিকারঃ পর্ব  ৩ স্ত্রী হিসাবে স্বামীদের কাছে নারীদের অধিকারঃ   দাম্পত্য জীবনে মুমিন পুরুষ ও নারী একে অপরের অভিভাবক ও বন্ধুঃ মহান আল্লাহ্ রাব্বুল আলামীন বলেন  মুমিন পুরুষ ও মুমিন নারী একে অপরের অভিভাবক ও বন্ধু। তারা ভাল কাজের আদেশ দেয়, খারাপ কাজ থেকে বিরত রাখে, সালাত কায়িম করে, যাকাত আদায় করে এবং আল্লাহ ও তাঁর রাসূলের আনুগত্য করে। আল্লাহ তাদের প্রতি অচিরেই রহমত নাযিল করবেন। নিশ্চয়ই আল্লাহ মহাপরাক্রশালী, মহাপ্রজ্ঞাময়।...",1
দ্বীন প্রচারের বিনিময়ে কোন বেতনভাতা গ্রহণ করা যাবে না    যারা দাওয়াতে দ্বীনের জন্য মেহনত করবেন তারা দ্বীন প্রচারের বিনিময়ে কোন বেতনভাতা গ্রহণ করবেন না। দ্বীনের জন্য মেহনত একটি মর্যাদাপূর্ণ ইবাদাত। আর কোন ইবাদাতের বিনিময়ে মজুরী গ্রহণ করা যায় না। এ প্রসংগে আল্লাহ তায়ালা বলেন               ০  আপনি বলুন দ্বীন প্রচারের জন্য আমি তোমাদের নিকট কোন...,1
"অনেক রেকর্ড ভাঙ্গার দিন দিনের শুরুতেই পেলাম একটা ফোন এবং একটা নিউজ। অনুভব স্কুলে তার ক্যারিয়ার সেরা রিডিং স্কিল দেখিয়ে, এবং রিডিং স্কোরে সম্ভবত তার ক্লাসের জন্য রেকর্ড ব্রেকিং টাইপের পারফর্ম করে বেশ সাড়া ফেলে দিয়েছে। দুপুর বেলা ওয়ার্ল্ড ফাইনাল ভেন্যুতে বসে বাংলাদেশের ক্রিকেট খেলা লাইভ দেখেও আমরা নিশ্চয় এক ধরণের রেকর্ড করে ফেলেছি। আর বাংলাদেশ ক্রিকেট টিমতো ওয়ানডে র্যাঙ্কিং এ ৬ষ্ঠ স্থানে পৌঁছে রেকর্ড করেছেই। দিনের শেষে ইউসিএফ রেকর্ড করলো প্রথমবারের মতো যুক্তরাষ্ট্রের সেরা দল.",0
.এই চমতকার ছেলেশিশুটির নাম রাকিব (বাচাটির নাম সম্ভবত সেফ হোম কর্তিপক্ষ রেখেছে যেটা একটি কমন প্র্যাকটিস) । ওকে রাস্তায় পাওয়া গেছে। নিরাপদ আবাস কতৃপক্ষের ধারনা ছেলেটিকে তার বাবামায়ের কাছ থেকে চুরি করে পড়ে কোন কারনেপরিত্যক্ত অবস্থায় ফেলে রেখে যায় দূর্বৃত্তরা। এখন এই ছয় মাস বয়সী শিশুটির বাবামাকে খোজা.,5
"আপনার কি ঘুম হচ্ছে না ??? আপনি কি ঠিকমত ঘুমতে পারছেন না ??? অনেকক্ষণ অপেক্ষার পরও ঘুম আসে না ??? তবে চোখের সামনে এক খানা # শিট খুলে তাকিয়ে থাকুন . আপনার ঘুম আসবেই . এবং হ্যাঁ , ইহা মিস্টার চৌধুরী পরীক্ষা করে দেখেছেন",5
ডিজিটাল শিক্ষা আর পিচ্চিদের পিইসি পরীক্ষা-চরমচিত্র. ?- এই প্রশ্নে এইবার প্রাথমিক শিক্ষা সমাপনী পরীক্ষা দিয়েছে লাখ লাখ শিক্ষার্থী। কিন্তু কেনো আমরা এই শিশুদের দিয়ে পাবলিক পরীক্ষা দেয়াচ্ছি? শুধুই মান যাচাই-নাকি কোন উন্নয়নের রাজনীতি আছে এর পেছনে? সেই গল্প নিয়ে আজকের চরমচিত্র। মেরিল পেট্রোলিয়াম জেলি ঠোটে লাগানোর অভিজ্ঞতা.,5
মিরপুর শেরে বাংলা জাতীয় স্টেডিয়ামে আজ শততম ওয়ানডে ম্যাচ হবে। এর আগের ৯৯ ম্যাচের ৯৮ টিতেই জয়পরাজয় এসেছে। শুধু একটা ম্যাচ পরিত্যক্ত হয়েছে। ওই ম্যাচটা আমি মাঠে বসে দেখেছিলাম।,0
হিন্দু ধর্মই অন্ধধর্ম। বোকার ধর্ম।,3
"বাংলাদেশে সর্বশেষ জানুয়ারী মাসে  ওয়ানডে খেলা হয়েছিল ২০১০ সালে। বাংলাদেশ, ভারত এবং শ্রীলংকাকে নিয়ে ত্রিদেশীয় সিরিজ হয়েছিল। সেই ত্রিদেশীয় সিরিজের ৪ টি ম্যাচেই বাংলাদেশ পরে বোলিং করে। সবগুলো ডেনাইট ম্যাচ ছিল।  ওই সিরিজে শিশির এতোটাই প্রভাব ফেলেছিল যে, ৪ ম্যাচে ১০২৬ রান খরচ করে বাংলাদেশ উইকেট নিয়েছিল মাত্র ১১ টি। বোলারদের বোলিং গড় ছিল ৯৩.২৭।   স্পিনাররা ৬২৬ রানের বিনিময়ে ৬ উইকেট নেয় এবং পেসাররা ৪০০ রানের বিনিময়ে ৫ উইকেট নেয়।",0
কোন এক সময় বিকেলে।,2
"এই সেই বাংলাদেশের দল, যার আছে একমাত্র বাঙালি দল হিসেবে ব্রাজিল ও আর্জেন্টিনাকে হারানোর কীর্তি !!! ১৯৯০ সাল। ডেনমার্কের যে কোন একটা হবে। অনুর্ধ্ব ১২ ফুটবলের আসরে বাংলাদেশ () ৬-০ গোলে হারায় ব্রাজিলকে ! আর্জেন্টিনাকে হারায় ৩-১ গোলে !!! ১৯৯০ তে বয়সভিত্তিক ফুটবলে ০-৬ তে হারা ব্রাজিলের ওই দলে ছিলেন রোনালদিনহো !!!.",0
ন্যাশনাল গার্লস প্রোগ্রামিং প্রতিযোগিতায় চ্যাম্পিয়ন শাবি .,5
হেঁটেছি কিছুটা পথ তোমার সাথে .পুরো পথটা যেতে চাই কেবল তোমারই হাত রেখে হাতে.,5
"পারিবারিক জীবনে মৃত্যের পরিত্যাক্ত সম্পদে মিরাসের বিধানঃ   আল্লাহ তায়ালার নির্ধারিত মিরাসের বিধান মোতাবেক মৃত্যের পরিত্যাক্ত সম্পদে পরিবারের অন্তর্গত নারী ও পুরুষের অধিকার সমান নয়, বরং পার্থক্য রয়েছে। এ ব্যাপারে নারী ও পুরুষের অধিকার সমান করা বা, আল্লাহ তায়ালার নির্ধারিত বিধানের চেয়ে কমবেশী করা বা কাউকে বঞ্চিত করা যাবে না। এ প্রসংগে আল্লাহ তায়ালা ঘোষনা করেনঃ       ...",1
পেলে আসা দিন গুলো,5
"আল্লাহ তায়ালা মানব জাতিকে দুনিয়ার বুকে তাঁর খলিফা বা প্রতিনিধির মর্যাদায় কেবলমাত্র তাঁরই ইবাদাতের জন্য সৃষ্টি করেছেন। মানব জাতির হিদায়াতের জন্য তিনি যুগে যুগে অসংখ্য নবীরসূল আলাইহিমুসসালাম প্রেরণ করেছেন। এ প্রসংগে মহান আল্লাহ রাব্বুল আলামীন ঘোষণা করেন             নিশ্চয়ই আমি প্রত্যেক জাতির নিকট এ মর্মে রসূল প্রেরণ করেছি যে, তোমরা একমাত্র আল্লাহর ইবাদাত কর এবং তাগুতকে অস্বীকার কর।  সূরা নাহল  আয়াত ৩৬",1
"দ্বিতীয়বারের মতো পরিবর্তন করলাম। আমি কোন কিছুতেই কখনও পরিবর্তন করতাম না। শেষবর্ষে উঠে ঠিক করে রেখেছিলাম, এই দিনে তুলা এইরকম একটা ছবিই শুধুমাত্র হিসেবে দিবো। হুট করে একটা পথ শেষ হয়ে গেলো। ভালো থাকুক সবাই। #",5
ভগবান খুব লুচু,3
